Age,YearsExperience,EducationLevel,ProjectsCompleted,WeeklyWorkingHours,PerformanceScore,Salary
59,33,3,17,50,9.2,376378
22,0,3,0,49,7.0,29539
46,17,3,30,45,8.3,218081
47,26,2,34,42,4.2,288226
47,26,3,35,42,8.6,290965
35,14,3,12,47,4.9,140447
28,0,2,0,43,8.4,43642
27,0,3,0,40,7.5,35409
60,33,3,41,49,6.9,412442
32,9,3,10,44,6.9,103304
33,11,1,14,40,6.6,102885
37,13,1,22,45,5.9,158031
37,14,2,19,48,6.7,146031
56,29,2,29,38,10.0,328847
41,11,3,16,42,8.8,140365
28,0,1,1,42,5.8,33647
25,0,3,0,45,7.4,31724
46,23,2,23,46,7.1,242082
36,10,2,11,40,6.8,96112
56,34,3,32,36,5.6,381595
48,21,2,25,48,7.6,235003
49,19,4,16,37,8.2,226013
32,5,1,8,44,5.8,56146
57,33,2,41,42,9.7,378254
50,22,3,23,44,9.1,235962
43,19,3,15,51,7.8,208215
36,9,2,13,58,5.3,91398
34,10,2,21,35,7.6,107006
30,5,3,11,48,7.4,63646
27,0,4,1,42,7.7,28440
57,27,4,36,48,9.2,310795
49,26,2,21,48,6.8,294381
23,0,4,6,50,9.9,63621
35,10,1,7,44,7.6,107530
56,33,1,22,39,6.6,363883
39,14,3,14,48,10.0,166183
33,10,2,15,44,8.2,124781
41,11,1,12,42,6.4,108824
57,30,2,47,41,7.1,333552
47,26,2,39,48,7.9,276646
49,20,3,25,51,6.8,213737
40,11,3,11,37,7.2,118144
45,20,2,16,46,5.9,206887
26,0,3,0,41,4.6,33959
56,26,4,34,36,7.1,289509
22,0,3,5,44,7.2,35710
42,17,2,30,39,7.7,191640
52,29,4,34,35,6.2,321527
36,8,3,10,39,5.1,97796
38,14,1,15,38,5.6,114031
25,0,1,4,40,8.5,46687
56,33,1,32,36,6.1,362433
50,24,3,34,41,6.4,272514
39,11,2,13,39,6.6,116169
43,14,3,10,45,6.1,157914
54,28,1,36,46,6.0,284844
33,8,4,6,44,5.8,96970
49,27,2,34,42,9.0,297079
56,34,4,39,42,8.0,417587
42,13,4,15,39,8.7,126394
56,34,1,49,39,9.0,376992
29,7,2,6,47,3.7,101017
59,36,1,22,34,7.5,358083
39,16,4,16,43,6.2,184013
58,34,3,47,41,8.6,396226
26,0,1,8,46,6.0,45856
35,6,1,1,36,5.5,81765
40,18,2,26,43,5.0,191578
29,5,4,10,45,6.6,99914
52,23,3,33,33,8.3,248092
24,2,3,5,38,7.4,50988
38,8,2,13,43,5.3,104402
25,4,1,10,46,10.0,71067
40,10,4,11,44,7.9,130068
43,15,1,16,46,8.1,170756
31,2,4,3,38,8.8,70090
57,30,2,35,35,4.7,303053
42,14,1,23,43,5.7,142443
24,0,3,0,37,8.2,44782
49,25,4,19,39,5.9,265073
54,32,4,46,48,6.6,384672
33,5,1,5,44,6.9,72941
29,7,2,10,40,5.2,77381
